Series Name,Average precipitation in depth (mm per year),CPI base year,CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CRVS (WDI),Changes in inventories (constant LCU),Changes in inventories (current LCU),Changes in inventories (current US$),"Charges for the use of intellectual property, receipts (BoP, current US$)",Compensation of employees (current LCU),Container port traffic (TEU: 20 foot equivalent units),Control of Corruption: Estimate,Control of Corruption: Number of Sources,Control of Corruption: Percentile Rank,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",Control of Corruption: Standard Error,DEC alternative conversion factor (LCU per US$),Electric power transmission and distribution losses (% of output),Firms competing against unregistered firms (% of firms),Firms experiencing electrical outages (% of firms),Firms offering formal training (% of firms),Firms that spend on R&D (% of firms),Fixed broadband subscriptions,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),GOAL 17: Partnerships to achieve the Goal (5 year moving average),GOAL 2: Zero Hunger (5 year moving average),Geospatial data available at 1st Admin Level,"IFC, private nonguaranteed (NFL, US$)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Listed domestic companies, total",Net ODA received per capita (current US$),"Net bilateral aid flows from DAC donors, Australia (current US$)","Net bilateral aid flows from DAC donors, Austria (current US$)","Net bilateral aid flows from DAC donors, Belgium (current US$)","Net bilateral aid flows from DAC donors, Canada (current US$)","Net bilateral aid flows from DAC donors, Czechia (current US$)","Net bilateral aid flows from DAC donors, Denmark (current US$)","Net bilateral aid flows from DAC donors, Estonia (current US$)","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","Net bilateral aid flows from DAC donors, France (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, Greece (current US$)","Net bilateral aid flows from DAC donors, Hungary (current US$)","Net bilateral aid flows from DAC donors, Italy (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)","Net bilateral aid flows from DAC donors, Lithuania (current US$)","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Portugal (current US$)","Net bilateral aid flows from DAC donors, Slovenia (current US$)","Net bilateral aid flows from DAC donors, Spain (current US$)","Net bilateral aid flows from DAC donors, Sweden (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, United States (current US$)","Net errors and omissions (BoP, current US$)","Net incurrence of liabilities, total (current LCU)",Newborns protected against tetanus (%),"Patent applications, nonresidents","Patent applications, residents","Persistence to grade 5, total (% of cohort)",Political Stability and Absence of Violence/Terrorism: Estimate,Political Stability and Absence of Violence/Terrorism: Number of Sources,Political Stability and Absence of Violence/Terrorism: Percentile Rank,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",Political Stability and Absence of Violence/Terrorism: Standard Error,"Portfolio equity, net inflows (BoP, current US$)",Power outages in firms in a typical month (number),Prevalence of current tobacco use (% of adults),"Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)",Prosperity gap (average shortfall from a prosperity standard of $25/day),Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,Rail lines (total route-km),Regulatory Quality: Estimate,Regulatory Quality: Number of Sources,Regulatory Quality: Percentile Rank,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",Regulatory Quality: Standard Error,"Reserves and related items (BoP, current US$)",Rule of Law: Estimate,Rule of Law: Number of Sources,Rule of Law: Percentile Rank,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",Rule of Law: Standard Error,S&P Global Equity Indices (annual % change),SDDS/e-GDDS subscription,Scientific and technical journal articles,Secure Internet servers,Subsidies and other transfers (current LCU),Surface area (sq. km),Time required to obtain an operating license (days),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),Value lost due to electrical outages (% of sales for affected firms)
"Net bilateral aid flows from DAC donors, Portugal (current US$)",0.018276964213054504,-0.02283047052532311,0.061250774716448575,0.09224663589799008,0.12807091506621301,-0.04037171826307289,-0.055545264388188534,-0.03174525060008424,0.1303394124051764,-0.0025464795563335425,0.07076597561604414,0.16678552076523506,0.033363622062585474,0.14969710818494206,0.1346211161547267,0.14959882352635823,-0.005487245512375667,-0.14250453453023665,-0.03227723560891787,0.04649251545446114,0.03777180566138872,0.09181597036068201,0.08408731334603595,0.040814835728165855,-0.06056527174671552,0.14945093890949115,-0.0016410592942583705,0.0691429923991263,0.3479931291590872,0.19178385125755112,0.24893532415826133,0.01168492604310623,-0.057990938528279606,-0.025801684690467275,-0.07528100417705184,0.3661088292417076,0.15620176296139676,-0.15439024033895032,0.08783699664499174,0.091852832454961,-0.08910883459877104,0.22236681185774793,0.1757486625067261,0.12637369317840644,0.14730239497683972,0.3338338853328925,0.1462163872655853,0.061047113133028665,0.12171170570382156,0.28916267962841496,0.193291476851863,1.0,-0.3406425536880422,0.3314560062433367,0.03577569074832929,0.11318721465913925,0.16576603574995669,0.13309371008864773,0.01908615739958025,0.022899223019674213,-0.08012296356601266,0.19813071837149232,0.24692541783484134,0.01947965475967606,0.13684024819608137,0.21681106995577612,0.129638362635991,0.13579804860287484,0.12616491983888894,-0.20331812812409616,0.0900062443555659,0.028976549788702437,0.07171963744247692,0.09329758854718576,0.0526362615530261,0.14535117163053107,0.10914256599091673,0.08196175657226493,0.10770173296834781,0.059573052373273386,0.09865082165616466,0.10066576723325335,0.09768032939310414,-0.009125574661584276,-0.0034950988926989238,0.12933132023372526,0.04736920619045478,0.11461357186529864,0.11536823848586446,0.11599211560213522,0.045304609422026576,-0.16209498092928004,0.23220159400969093,0.2802391959395734,0.15851230121638335,0.029775509788584925,0.15092869264096104,0.03514686768678757,0.1415913638374771,0.1352952440631476,0.04596798820728543
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",-0.012331813206438303,0.12311411962845625,-0.03243743357532525,-0.09535833984810937,0.14126641890793507,0.015563749751194317,-0.08511375684845776,-0.05775375351667924,0.003918087378138964,-0.14123449011281536,-0.033638476883834506,0.09637541365392902,-0.0992022890929963,0.09204689652040302,0.08479630744699512,0.09256594555688809,0.06978784738266262,-0.1910693874693624,-0.12155082223410275,0.0021702350030943997,-0.12919487231046167,0.11445252912782151,0.11590760716730818,0.006688841404369746,-0.20047143330004127,0.1068899098280094,0.13702067993968872,-0.08043060863526463,0.009631253070541449,0.017728516483704295,-0.027664817549020684,0.17609932555223728,0.20543373373262588,-0.04688412040851225,0.13689750762714709,0.07994023077404759,-0.01680420512307148,0.23471031858276387,-0.012526129532102588,-0.1127833848352756,0.055761808117554754,-0.020771355690938534,-0.17344128689844612,0.05831042565630008,-0.010412261460179472,-0.09148754512341714,0.07414120254639513,-0.030504098179327106,-0.11288827929851251,-0.036139802480350834,-0.12622886858513735,-0.3406425536880422,1.0,0.0324960724869584,0.08415327773125116,-0.0544200346072917,-0.12514824477051775,0.00046316273691848845,0.02197114737960805,-0.05788686927064274,-0.03448216273949362,0.028451637436704633,-0.030330723514567417,0.014277688606618925,0.23286550111750856,-0.030675656120412242,0.22876469953204034,0.23051129262846512,0.22857852080098912,0.07490739879371737,-0.0543158417858453,-0.15294581997022746,-0.051762593787561366,0.20634639675268066,0.20372406583469535,0.16695233456886777,0.03824062585173894,-0.004701999479398363,0.1744001601016242,-0.1816656797213457,0.16738728814873874,0.16805411326807235,0.17332792142733358,0.18889440284340286,0.1310866227183156,0.12761052849528115,-0.09476621178570034,0.12224668307277127,0.11974433534939499,0.12466334132869711,0.024060434797775775,0.11912849200951639,0.022042898828405738,0.050403381202229106,0.034921798840257236,-0.12732011115183414,-0.04086062138193969,0.0895841102953051,0.04402844385804174,0.038291639183349366,-0.14420225793192695
"Net bilateral aid flows from DAC donors, Spain (current US$)",0.11814805189975801,-0.184911953212548,-0.0985867233658343,-0.08644089515203122,0.0517478655920041,-0.10465959651481598,-0.16639106747739377,-0.1480357843749429,0.11054609320236432,-0.03936852582616741,-0.18629875444687805,0.03244948769769451,0.1566609254913287,-0.0031031814901501106,-0.019219901180014085,-0.010048950722856373,-0.03562619782133728,-0.08685876455105664,-0.056734836506955634,0.04975794853410812,-0.08591197612220451,0.059180153925543606,0.054790420017452775,-0.050016308754259525,-0.1009690508931681,0.10879731159652425,0.09535211521996369,-0.054731362063003795,0.17744040587265592,-0.007596952642374493,-0.019719082053897316,0.015777216570169738,0.10079817226117782,-0.13609080908118595,-0.28044765490066487,0.24155288041275097,0.4746039821307514,-0.13924306642326476,0.07508984281162447,0.2162372719080366,-0.11607959398567794,0.22761290784901497,0.027336063099121677,0.04140085627972988,-0.2870605823337365,-0.0452925591218664,0.29232332048292703,0.3709205684106255,0.02134770606624194,0.25657790867411345,0.16313860643663536,0.3314560062433367,0.0324960724869584,1.0,0.055927422694495244,0.14488165787085802,-0.02863721468563087,0.33286763949345244,-0.039623305338387406,-0.048031640925333345,-0.1313306005513659,0.025204535357371723,-0.0012063073218581454,-0.010202443252458837,0.205970873869218,0.1552932152886215,0.21212719547618042,0.20106218963953704,0.20952798247478832,-0.13691040721845132,0.020791169220543113,-0.12368202701843774,0.37554375029351855,0.050073069437686066,0.028621740939872485,0.12758011613232034,0.1412295268552435,0.03194286730803302,0.09708584882843518,0.062400330790834506,0.08438085145802192,0.08240925526307646,0.08642933944495917,-0.015077301849769928,0.037046803845109944,-0.013997907002842478,0.16614009508094185,-0.045930447085489275,-0.04592625367388632,-0.03310355792593907,-0.009701530581062962,-0.0037326987578496606,0.09642077695004625,0.04021448216114019,-0.045220806781185244,-0.06301845322625646,0.05849862028009522,0.01711741147801551,0.0867289387315584,0.08689805594788312,-0.10303286162496791
"Net bilateral aid flows from DAC donors, Sweden (current US$)",0.007082161606225102,0.2074833277547443,0.16487070229613168,0.12021692232633395,0.05042111028964377,-0.0593350130802409,-0.07274386652111278,-0.05994573982902805,0.12115074747496757,0.017049149605927728,0.129997411302941,0.11944045053120443,0.027332955991280404,0.13070329770751002,0.13644215915751712,0.105887412731159,-0.11702474949797716,-0.04569876376396697,-0.11358911246881924,0.06019181356921096,-0.08888145277514184,-0.01396773852553819,-0.01168677786520357,0.06413249651572381,-0.172728600207654,0.05816524598740713,0.09764466099785056,0.008555283851648979,0.058181382113945336,0.00018379997108441902,0.0027013796414551727,0.0252568321733669,0.17343426320724464,0.14132121257581554,0.5997697333141481,0.4216657412530479,0.43081478128496997,0.352965370088676,0.5643493186343645,0.2770498891834544,0.489230839279675,0.27797003023942723,0.42216117000501424,0.016169209444312306,0.4183415759997534,0.39466239365749295,0.30531245090713954,0.30151305206244144,0.1539685138402488,0.08038675108041547,0.40643837251668413,0.03577569074832929,0.08415327773125116,0.055927422694495244,1.0,0.6409210843465746,0.5900132750081568,0.6373625089893039,0.07868463386421128,0.03605625303609395,0.21598302344561704,-0.16537993804478737,-0.08034037163137465,-0.0532476630349643,-0.06977199191843998,0.0907744743410606,-0.06519624449815156,-0.03559044046294229,-0.07883709526617158,-0.03646962731489881,-0.05990039624607393,-0.14051924900779403,-0.060489871929439505,0.1264599059477787,0.08865874519803077,0.11580516734221857,0.0668714605725767,0.06205096225549652,0.1462227576410238,0.0883014686378645,0.14533899329373712,0.1627559097745112,0.13447458996110276,-0.11194752937171576,0.08084420418475524,0.1998800246251864,0.044097638325013386,0.20952082116197798,0.20917986656962342,0.2094176045990511,-0.15005847614952827,0.04426683331844726,-0.08045770203426247,0.24487370790579965,0.19346605682486748,0.06310748862548193,0.04501416275628437,-0.02703244186808541,0.05856958631663918,0.06002398270877829,-0.11679177424816094
"Net bilateral aid flows from DAC donors, Total (current US$)",0.049210423804383924,0.0741312034302157,0.006330422286728864,-0.04703666501621205,-0.08099026056951113,-0.0562051498397941,-0.09106046196426706,-0.0830576603003042,0.11476657874212247,0.06991147664159914,0.07051867147594502,0.033033744388403716,0.2950036734929973,0.04964604953944628,0.06244013210076205,0.024836266188032485,-0.2507518930238183,0.023931402292230092,-0.07875144037776138,0.06700209179651985,-0.021443290678926915,-0.10578457927654907,-0.09625717195620094,0.21486215592702346,-0.07961613993758371,-0.0009904249910468077,-0.10269185809955807,-0.061180402030252705,0.13805757011024702,0.02157565348533829,0.07870422845524082,0.05537679419845584,-0.09118992611083758,0.33343533072496795,0.42742293399485703,0.3238658571858083,0.6833035983401924,0.17954049975689898,0.42553098808948053,0.19693563984914145,0.3748678369105268,0.5211425937990641,0.5198464008550531,0.04889478416062589,0.21870598877670702,0.4041211865298902,0.6259534949970523,0.5563238128787242,0.046006064536305506,0.20701468692763475,0.3539206556006149,0.11318721465913925,-0.0544200346072917,0.14488165787085802,0.6409210843465746,1.0,0.6914672653683225,0.7574217613028292,-0.02859720272045997,0.05520364278095127,0.16941046763324025,-0.06770749087547606,-0.009609222578662152,-0.10017218137503378,-0.21526998930953964,0.2691515160627544,-0.22075608387192902,-0.17625721811752257,-0.22792717928020004,-0.25450737279436275,-0.10988632211237073,-0.08716017455381954,0.019645724795464285,-0.04504480021859848,-0.04388643101299098,-0.030507588129990208,0.03048498843250648,0.0413326072709629,0.02434018068810801,0.3448405516331281,0.01610924505822089,0.04369633649214247,0.006759287533504538,-0.3016135068807104,0.05855221908717338,0.0881105792034063,0.2693794814209556,0.1012603918230313,0.10641212840287015,0.10077628551509758,-0.22015024859368387,0.0069465852039156785,0.00476388677063609,0.3802911849877607,0.2536057845813081,0.08004624585026145,0.23799362719116332,-0.05997659343488481,0.2769284251793928,0.28855077938400575,-0.05943118641703602
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",-0.17925145641044538,0.16271282286268285,0.047208779771831876,0.08369702786294816,-0.05644851823342486,-0.04773380248043588,-0.07158745376958262,-0.0676432027498264,0.22147683946336452,0.10557842786587254,0.1992316427637722,0.1051956911032153,0.22803573670973604,0.11915934770283389,0.13187257240282613,0.09817418468589222,-0.2075133027390092,0.03653649767547351,-0.09482181198532695,0.10140665913923715,-0.221160300707468,-0.10156865058313531,-0.1267520955031261,0.22372874221378816,-0.18272512982259734,0.03292058127405867,-0.12786575794524804,0.052227646715356665,0.13703152172773717,-0.06160678376506239,0.00446539960940614,-0.0026758574152687536,-0.22181968627221063,0.3806959227127478,0.40186035572019385,0.39205850643315543,0.5150513379005814,0.02795917681801095,0.5331659239652542,0.3043022487615648,0.18320449837848327,0.36167245801776093,0.3789331909649545,0.21874837846088285,0.4775019515152455,0.3264382680080702,0.32669672281743944,0.4031446712634972,-0.06561169507934203,0.07834827954978726,0.49702869474751465,0.16576603574995669,-0.12514824477051775,-0.02863721468563087,0.5900132750081568,0.6914672653683225,1.0,0.7221616155605665,0.006075446862778905,0.07760075467978206,0.28852343774803113,-0.13029811335151242,-0.06493468653124516,-0.21765988397235442,-0.22842726754910583,0.3087997097398492,-0.19649747433126877,-0.15425558354343313,-0.22460350769723408,-0.27918260739733625,-0.09530543754530231,-0.2920447845138029,-0.15859536152802475,0.034603562048306405,0.023137702314267924,0.08918853036947548,0.046826825493868234,0.06070485186159269,0.036681407682304865,0.33093308900714463,0.02979072570396141,0.046231726782104736,0.01708594218428589,-0.2615591112700892,0.0765384279846798,0.18154928876950352,0.21238252273143807,0.19194103218798286,0.1993200660055775,0.19049597186136938,-0.2159605729583534,0.12281861543006861,0.04695710908537133,0.5387238789110004,0.3605997654505634,0.16608096975468858,0.27766273770062594,-0.17495529284263128,0.24122742233833114,0.23569650194772374,-0.267017697076116
"Net bilateral aid flows from DAC donors, United States (current US$)",-0.031350773991306265,0.03807584129954715,0.05733398420361422,0.051069791600836856,-0.1507251192828727,-0.13258803710682504,-0.1321964661797149,-0.12582667484371543,0.17170830270048607,0.11748167138613176,0.011082478875705758,-0.005067273809069345,0.37799694586933064,0.0011903172537131045,0.01060724886121776,-0.030918549478856416,-0.3183521289935043,0.04297035861337904,-0.026124107524371193,0.06938290796002453,-0.05650515199444934,-0.0474114640600806,-0.05180400565062146,0.15640790281177178,-0.10200212320892252,0.013482100253778264,-0.033941357006820376,-0.007765606751116172,0.17420266982449117,0.007947349029493123,0.03749180528384793,0.0033530341684446696,-0.23215891224969773,0.1479523253706732,0.24558825835471057,0.43824766543749183,0.7467307625162722,0.016391764986024075,0.5102281426254374,0.3496663873559611,0.02188379773406008,0.45706039625448197,0.30393784626151227,0.026685007922589557,0.207632115416168,0.27594592487002895,0.35332814459111794,0.5056529606571354,-0.0866206686642454,0.10128495205284735,0.3889108778580505,0.13309371008864773,0.00046316273691848845,0.33286763949345244,0.6373625089893039,0.7574217613028292,0.7221616155605665,1.0,-0.02952866756735584,0.04800966900355594,0.33522776501027807,-0.033666015765463186,0.004579848044648814,-0.10507676480428896,-0.2000173909770284,0.30603278691950664,-0.19766748338471898,-0.1752337382443219,-0.19848113595249808,-0.26228492288278016,-0.1062996607277037,-0.10297518499245811,0.21967209817111466,-0.07748983906456414,-0.08040816063335918,0.027955367584313044,0.06145853411837872,0.09386888689735004,0.02254842490474173,0.41262808665605366,0.022199459328966744,0.04651108728860963,0.0002868984357250339,-0.37985366176531843,0.007375579722607798,0.047420256329417335,0.3803530632172231,0.05178553532339391,0.053471216954492896,0.04423982572721175,-0.29858831765689725,0.009696061444933466,0.0013152776221749495,0.36060569621030564,0.25051847376864467,0.12943051208333317,0.30224712878874477,-0.06866788643645244,0.2690885835307517,0.27317454687376663,-0.08021165753677773
"Net errors and omissions (BoP, current US$)",-0.04761849183623519,0.17046278819670385,0.1856895534034602,0.2502488089400168,0.05074895940863539,-0.10530140387275065,0.004973331924397972,0.02056712458180693,-0.05345759508053567,-0.04877618742466726,0.09669018111149451,0.12527918336894145,-0.13334068500522764,0.1519974252595621,0.15293367776533365,0.14782300918559946,0.12775017068166739,-0.07241280140568107,0.059011825927414475,-0.03883848980756274,-0.09507409945057156,-0.030564105082154985,-0.06134797858937945,-0.04276592013745673,-0.0351497403163168,-0.053198088794349487,-0.04606613443444786,-0.11348765632728063,0.05873827760667754,0.06413127894872968,0.004078247094693215,0.015212348936617165,0.2011025123212177,-0.12325519745727126,0.04247544976653018,0.060715499145958286,-0.13561653976669072,0.13874988138673294,-0.07024197967527479,-0.007421096080412098,0.061501920086358845,0.022602878166525724,-0.04280924325474436,0.020016618351750254,-0.05400729839774571,-0.01887293435886797,-0.03640605657456748,-0.14386289034813576,0.016301099743380783,0.017468520402991114,-0.059318801378249776,0.01908615739958025,0.02197114737960805,-0.039623305338387406,0.07868463386421128,-0.02859720272045997,0.006075446862778905,-0.02952866756735584,1.0,-0.009681616919060361,-0.054889419709042646,-0.04533014623044389,-0.01566586915425943,0.12010918508696233,0.06285990711162073,-0.1036291106499809,0.05156778621940784,0.05598963119668276,0.050682007127487994,0.060432676531509175,0.08370996116017773,-0.07148355221336912,0.00799281675883584,-0.00334480303368782,-0.010415392586765273,-0.11751744009344024,-0.10870783618001942,-0.056354206932383195,0.10713583335345499,-0.13308390490068234,0.1241085721960723,0.12019979007954913,0.11706373667236183,0.09472177801249833,0.0557499782201081,0.09736237402679203,-0.1251023123056653,0.11556579673449696,0.10421731903590709,0.10920362991788372,0.08163275481251803,0.07981818207806425,0.0015343871782445336,-0.07017609285496322,-0.05151828690620996,-0.029221471821059518,-0.04809006258849907,0.009321893781919718,-0.05675915940289746,-0.05659240597836951,-0.07555865875553033
"Net incurrence of liabilities, total (current LCU)",0.02717804598396931,-0.05787391286510529,0.008729508947849799,0.03550022119192169,-0.12000586154258011,-0.03105396175183688,-0.04537297818628207,-0.06308532104683867,-0.01329934728322645,0.21920305589900982,0.15303346775704008,-0.12440878284509316,0.07819213432784282,-0.09181927076250784,-0.08174926233150098,-0.10598178717113368,-0.09329740907374999,0.18259563241271506,0.046994300629932685,-0.021707985059244896,-0.0010057153842737193,-0.046742750511332934,-0.02641455592486379,0.0619861596543942,0.10233383417716593,0.01699675935124681,0.03687015718459273,0.004971785379924531,0.005281111205716717,0.13743300043219348,0.10147287467608541,-0.11817391868680771,-0.061969565974893975,0.016160801849530927,0.004134773488930116,-0.0039620630166721715,0.059890700326125465,-0.058446019315038504,0.03524158499201267,0.0026472064489149287,0.0032064578886943315,0.027615837180000925,0.056103856880988755,0.0049390950778096234,0.0033783945740782488,0.0220730997107465,-0.0005548411198569237,0.05385607599845781,-0.050880441146899894,0.004524960249970424,0.07569819951085108,0.022899223019674213,-0.05788686927064274,-0.048031640925333345,0.03605625303609395,0.05520364278095127,0.07760075467978206,0.04800966900355594,-0.009681616919060361,1.0,0.033292989052595506,0.04047502059642605,0.06695520670447266,0.0927292021775949,-0.12456723610057009,0.07552286275634217,-0.1323989227535793,-0.12168098163436668,-0.13752734217004656,-0.07281388498016418,-0.06082393373199433,-0.003487423537270989,-0.032031832502686944,-0.14545587950027827,-0.18384848584100044,-0.1544528172251688,-0.20412967094254886,-0.002941164745245748,-0.11288965822670505,0.13196731919723023,-0.09945792670248889,-0.08872922236734505,-0.09939844556767155,-0.1510659895952571,-0.06909863219147948,-0.08238669795982002,0.08579569028427146,-0.06906680460811747,-0.06009360302286714,-0.07505828972619041,-0.061103850229820844,-0.039775177285119354,-0.06651173224264678,0.047053309650347944,-0.013764447495045698,0.26209924030884535,0.0604884677812536,-0.04588995095022404,0.038608061516020094,0.014399590945369856,-0.004812287871234953
Newborns protected against tetanus (%),-0.05770275054014143,-0.006741195336565954,0.1602089212598655,0.15136210976248804,-0.30083841349418766,0.07705014093476718,0.11710092647221892,0.08243633040969603,-0.04603500925881859,0.11214174104725404,-0.009183459994931994,-0.1184032357080225,0.20157047239528975,-0.1165688931870091,-0.102501585908948,-0.12915898924515343,-0.2000623438274961,0.2322194961162921,0.13219449911201803,0.08999570607728788,-0.0010063474846876692,-0.1365818029800479,-0.1058996150532293,-0.07704588303859387,0.1559967974279231,0.025848952232725233,0.0054329567118692555,-0.007915868009302366,-0.03170260970386371,0.0392479105876818,0.017889551758336404,0.058250656805429624,-0.07610636696045076,0.1705869743129079,0.1316479353250599,0.13857731317485927,0.17413709067415836,-0.07801992298227588,0.3489549136142091,0.1820587035262093,-0.003935704462641897,0.029281049388035937,0.14570158204038736,-0.09644657977245047,0.1919348747221588,0.07679371036500353,-0.13033798209374386,0.13201700215065987,-0.07709620040410523,-0.14188592471023373,0.19027939796191778,-0.08012296356601266,-0.03448216273949362,-0.1313306005513659,0.21598302344561704,0.16941046763324025,0.28852343774803113,0.33522776501027807,-0.054889419709042646,0.033292989052595506,1.0,0.015363988667193696,0.01607904105957029,0.09958660838999255,-0.2853195069413695,-0.008282326686827811,-0.2594650791562467,-0.26934850374661873,-0.2545562875673508,0.059070613296151694,0.06816946155228382,-0.0027097457919478354,0.05797982784569628,-0.21609399026908288,-0.19095866222466049,-0.07210955146952314,-0.03398709848613482,-0.028395965799214162,-0.11370632922451655,0.2695562064755961,-0.11159421635222957,-0.09651010278058138,-0.13542646924309928,-0.32998791965646107,-0.022166871775548977,-0.08367663783952492,0.20731622602970967,-0.08279011693712139,-0.07557012170997701,-0.08283084067996896,-0.17176122182453632,-0.05000240960855875,-0.1711614319407814,0.04663261405908166,0.033605939877202104,0.11550257090893419,0.10922151857152794,-0.14286607707306948,0.10657591423542223,0.10054015669661558,0.0010952566654839383
"Patent applications, nonresidents",0.28474860409842245,-0.08714823738033828,-0.0939012071590442,0.028621625021555082,-0.05704240259542047,-0.04716272764899938,-0.10165001397096858,-0.10286352567004846,0.07718364771992296,0.18133146459707297,0.3338658509223669,-0.0049262813757403896,-0.09801696041055213,-0.011006564427710573,-0.019755933381363947,-0.006194524275529575,0.08505337221676618,0.04472993305844026,-0.023205983659708655,0.2528766633763077,0.42172573053121926,-0.057156890067265764,-0.03284423163406751,0.13551866373439006,0.24116198271394249,-0.008787234640638488,-0.1130175143681562,0.10166362724068377,0.14213378976378782,0.7278582493743007,0.7922837051286579,0.2790490192549178,-0.09916958367868535,0.058716889249363934,-0.07748743310410625,-0.13020417626034952,0.0676900145714096,-0.1530846181115608,-0.030238123414859538,-0.29924261929740026,-0.25486844644359213,0.03545110480211846,0.0017469292638205472,-0.3099109805173919,-0.07770595077476257,0.12107986052861074,0.06707608962843253,0.027127631539111068,0.1175569703453221,0.12581048341139323,0.10632262813470929,0.19813071837149232,0.028451637436704633,0.025204535357371723,-0.16537993804478737,-0.06770749087547606,-0.13029811335151242,-0.033666015765463186,-0.04533014623044389,0.04047502059642605,0.015363988667193696,1.0,0.85641386150419,0.15422133335356863,-0.04533075004001117,0.11365146346755926,-0.05735436969385191,-0.06417004869114991,-0.050273459684981536,-0.2551326565198391,-0.014954508502523778,0.35635307139751143,0.04186473091987528,-0.057921123689729584,-0.07964910846916565,-0.05170290501904714,-0.03630720255424279,0.38869789155324197,-0.05000913552954409,0.012688023345900258,-0.05585657276236477,-0.06377359168633379,-0.05016200501095709,0.10828525366694364,-0.2212185240241573,-0.03359108533361168,-0.05752804822569687,-0.03976112164226683,-0.04020173867781126,-0.02995059232079572,0.21125642924917978,-0.5661570428744996,-0.002160898514658469,0.2784963028315217,0.05601324785232245,0.21927751242737611,0.33681061570475873,-0.09668008875481439,0.19133429795403012,0.18430074231731983,0.4227958089316818
"Patent applications, residents",0.14692848533052044,-0.0011260503901760113,-0.09810773116496009,0.045575103908722825,-0.02434095527416459,0.020495542285227913,-0.0817791691059519,-0.07655581567096226,0.14327549801126066,0.14327619587271792,0.317984582556211,0.07582094530208099,-0.0978767668121342,0.06337816416625788,0.050946938657915164,0.06228856080883628,0.05214271271822754,-0.02343495464592216,-0.07408482177398387,0.2602631894722784,0.4295794368759252,-0.05989627148214637,-0.055249015718101244,0.13639874123849768,0.186208645963342,0.07221399583409778,-0.04236446674376992,0.13320375753708183,0.28773827794115786,0.7536394933229305,0.9114645017558418,0.3000404911919761,0.02553049742701168,0.12238178820242215,0.04297790509435966,-0.02273539319640512,0.12093674491464802,-0.010056912761732692,0.028561138597507574,-0.29139848227968745,-0.09816048323496589,0.038699474514012934,0.12254812715005602,-0.3114680501246179,0.060194638354696,0.2386715400981257,0.12253713951030962,0.02132620789685209,0.1935842697159386,0.21077759876346966,0.11779984853512851,0.24692541783484134,-0.030330723514567417,-0.0012063073218581454,-0.08034037163137465,-0.009609222578662152,-0.06493468653124516,0.004579848044648814,-0.01566586915425943,0.06695520670447266,0.01607904105957029,0.85641386150419,1.0,0.13644299446974728,0.013720108239709823,0.13993358274243317,1.650584706399945e-05,0.002589195801221046,0.0125510864826863,-0.2549354761159067,-0.008881875384560214,0.3687309301569118,-0.1024356179055491,0.03958950880569426,0.033686582757083305,0.06442669376621601,0.09215110491199621,0.37792067158699943,0.008200381944316798,0.03236692168728827,-0.0036935442817514464,-0.010445194310235389,0.004730923139457207,0.1036028974109748,-0.19673876354983957,0.04463986287025955,-0.052068837348608205,0.0339041431681514,0.03365022743908944,0.04187601770576097,0.17480538646215454,-0.5556687971417422,0.020798082523256368,0.35888474684363797,0.13309240894172988,0.20928936076790802,0.3381706283965258,-0.1255821058895379,0.21631950391849722,0.19853787849579177,0.4374324516037633
